DATE,TOTAL
2024-02-15 00:00:00,0
2024-02-15 01:00:00,0
2024-02-15 02:00:00,18.01431424
2024-02-15 03:00:00,0.11449776
2024-02-15 04:00:00,0
2024-02-15 05:00:00,4.08375344
2024-02-15 06:00:00,1.56480272
2024-02-15 07:00:00,0
2024-02-15 08:00:00,0
2024-02-15 09:00:00,5.41956064
2024-02-15 10:00:00,0
2024-02-15 11:00:00,0
2024-02-15 12:00:00,1.75563232
2024-02-15 13:00:00,2.17545744
2024-02-15 14:00:00,2.2899552
2024-02-15 15:00:00,0
2024-02-15 16:00:00,15.03737248
2024-02-15 17:00:00,0
2024-02-15 18:00:00,11.449776
2024-02-15 19:00:00,5.38139472
2024-02-15 20:00:00,15.49536352
2024-02-15 21:00:00,0.45799104
2024-02-15 22:00:00,1.75563232
2024-02-15 23:00:00,0.11449776
