DATE,TOTAL
2024-02-19 00:00:00,0.07633184
2024-02-19 01:00:00,0
2024-02-19 02:00:00,3.96925568
2024-02-19 03:00:00,0
2024-02-19 04:00:00,0
2024-02-19 05:00:00,0
2024-02-19 06:00:00,0
2024-02-19 07:00:00,0
2024-02-19 08:00:00,0.45799104
2024-02-19 09:00:00,0
2024-02-19 10:00:00,2.6716144
2024-02-19 11:00:00,38.96740432
2024-02-19 12:00:00,1.06864576
2024-02-19 13:00:00,37.74609488
2024-02-19 14:00:00,2.32812112
2024-02-19 15:00:00,28.96793328
2024-02-19 16:00:00,34.04400064
2024-02-19 17:00:00,12.5947536
2024-02-19 18:00:00,0.22899552
2024-02-19 19:00:00,6.25921088
2024-02-19 20:00:00,7.2515248
2024-02-19 21:00:00,0.45799104
2024-02-19 22:00:00,3.66392832
2024-02-19 23:00:00,0.49615696
