DATE,TOTAL
2024-02-12 00:00:00,2.6716144
2024-02-12 01:00:00,0
2024-02-12 02:00:00,0
2024-02-12 03:00:00,0
2024-02-12 04:00:00,0.1908296
2024-02-12 05:00:00,0
2024-02-12 06:00:00,3.89292384
2024-02-12 07:00:00,0
2024-02-12 08:00:00,2.63344848
2024-02-12 09:00:00,0
2024-02-12 10:00:00,0.07633184
2024-02-12 11:00:00,0
2024-02-12 12:00:00,4.16008528
2024-02-12 13:00:00,0
2024-02-12 14:00:00,2.78611216
2024-02-12 15:00:00,1.98462784
2024-02-12 16:00:00,0.07633184
2024-02-12 17:00:00,2.63344848
2024-02-12 18:00:00,0.30532736
2024-02-12 19:00:00,0.30532736
2024-02-12 20:00:00,0
2024-02-12 21:00:00,1.908296
2024-02-12 22:00:00,21.25841744
2024-02-12 23:00:00,5.11423328
