DATE,TOTAL
2024-02-02 00:00:00,0
2024-02-02 01:00:00,0
2024-02-02 02:00:00,0
2024-02-02 03:00:00,0
2024-02-02 04:00:00,0
2024-02-02 05:00:00,0
2024-02-02 06:00:00,0.7633184
2024-02-02 07:00:00,0.22899552
2024-02-02 08:00:00,10.72462352
2024-02-02 09:00:00,17.09833216
2024-02-02 10:00:00,2.862444
2024-02-02 11:00:00,0
2024-02-02 12:00:00,0
2024-02-02 13:00:00,0
2024-02-02 14:00:00,0.03816592
2024-02-02 15:00:00,1.64113456
2024-02-02 16:00:00,3.39676688
2024-02-02 17:00:00,18.3196416
2024-02-02 18:00:00,9.57964592
2024-02-02 19:00:00,1.56480272
2024-02-02 20:00:00,2.0991256
2024-02-02 21:00:00,0.03816592
2024-02-02 22:00:00,2.70978032
2024-02-02 23:00:00,4.50357856
