DATE,TOTAL
2024-01-28 00:00:00,0.91598208
2024-01-28 01:00:00,0
2024-01-28 02:00:00,0.61065472
2024-01-28 03:00:00,0
2024-01-28 04:00:00,0
2024-01-28 05:00:00,0
2024-01-28 06:00:00,0
2024-01-28 07:00:00,0
2024-01-28 08:00:00,2.02279376
2024-01-28 09:00:00,0
2024-01-28 10:00:00,0
2024-01-28 11:00:00,47.21124304
2024-01-28 12:00:00,22.02173584
2024-01-28 13:00:00,26.37265072
2024-01-28 14:00:00,41.10469584
2024-01-28 15:00:00,11.37344416
2024-01-28 16:00:00,14.19772224
2024-01-28 17:00:00,15.22820208
2024-01-28 18:00:00,22.36522912
2024-01-28 19:00:00,4.46541264
2024-01-28 20:00:00,1.98462784
2024-01-28 21:00:00,4.88523776
2024-01-28 22:00:00,20.30426944
2024-01-28 23:00:00,7.633184
