DATE,TOTAL
2024-02-01 00:00:00,0
2024-02-01 01:00:00,2.44261888
2024-02-01 02:00:00,0
2024-02-01 03:00:00,0
2024-02-01 04:00:00,0
2024-02-01 05:00:00,2.13729152
2024-02-01 06:00:00,4.92340368
2024-02-01 07:00:00,0.03816592
2024-02-01 08:00:00,10.495628
2024-02-01 09:00:00,16.67850704
2024-02-01 10:00:00,4.84707184
2024-02-01 11:00:00,2.70978032
2024-02-01 12:00:00,0.03816592
2024-02-01 13:00:00,0.03816592
2024-02-01 14:00:00,0.3816592
2024-02-01 15:00:00,0.03816592
2024-02-01 16:00:00,0.03816592
2024-02-01 17:00:00,0.7633184
2024-02-01 18:00:00,0.53432288
2024-02-01 19:00:00,2.97694176
2024-02-01 20:00:00,4.1982512
2024-02-01 21:00:00,27.59396016
2024-02-01 22:00:00,7.02252928
2024-02-01 23:00:00,2.0991256
