DATE,TOTAL
2024-01-31 00:00:00,0
2024-01-31 01:00:00,0.03816592
2024-01-31 02:00:00,0
2024-01-31 03:00:00,0
2024-01-31 04:00:00,0.03816592
2024-01-31 05:00:00,0
2024-01-31 06:00:00,4.27458304
2024-01-31 07:00:00,15.53352944
2024-01-31 08:00:00,2.6716144
2024-01-31 09:00:00,1.98462784
2024-01-31 10:00:00,0
2024-01-31 11:00:00,23.0903816
2024-01-31 12:00:00,0.22899552
2024-01-31 13:00:00,0.03816592
2024-01-31 14:00:00,0
2024-01-31 15:00:00,0
2024-01-31 16:00:00,0
2024-01-31 17:00:00,8.70182976
2024-01-31 18:00:00,0.03816592
2024-01-31 19:00:00,0.26716144
2024-01-31 20:00:00,0
2024-01-31 21:00:00,20.991256
2024-01-31 22:00:00,0
2024-01-31 23:00:00,0.7633184
